totalempreendimentos;DscClasseConsumo;MdaPotenciaInstaladaKW;SigUF
2;Comercial;112,50;RJ
2;Comercial;112,50;RS
1;Comercial;112,50;SP
1;Comercial;1125,00;SP
1;Comercial;112,60;CE
1;Comercial;11,28;BA
1;Comercial;11,28;PE
1;Comercial;11,28;PR
1;Comercial;11,28;RN
1;Comercial;1,13;SC
1;Comercial;11,30;AM
5;Comercial;11,30;BA
4;Comercial;11,30;CE
1;Comercial;11,30;GO
4;Comercial;11,30;MG
1;Comercial;11,30;MS
1;Comercial;11,30;MT
2;Comercial;11,30;PA
1;Comercial;11,30;PB
1;Comercial;11,30;PI
1;Comercial;11,30;RJ
1;Comercial;11,30;RN
1;Comercial;11,30;RS
3;Comercial;11,30;SP
1;Comercial;113,00;DF
2;Comercial;11,31;BA
2;Comercial;11,31;GO
1;Comercial;11,31;PB
1;Comercial;11,31;PE
1;Comercial;11,31;RN
1;Comercial;11,31;SP
1;Comercial;11,34;AL
6;Comercial;11,34;BA
1;Comercial;11,34;CE
1;Comercial;11,34;GO
1;Comercial;11,34;MG
2;Comercial;11,34;MS
1;Comercial;11,34;MT
1;Comercial;11,34;PA
3;Comercial;11,34;PB
3;Comercial;11,34;PE
2;Comercial;11,34;PI
1;Comercial;11,34;RJ
2;Comercial;11,34;RN
4;Comercial;11,34;RS
2;Comercial;11,34;SC
1;Comercial;11,34;SP
1;Comercial;11,34;TO
2;Comercial;11,36;BA
1;Comercial;11,36;PR
1;Comercial;11,36;RJ
3;Comercial;11,36;RS
1;Comercial;11,36;SP
1;Comercial;11,36;TO
1;Comercial;11,37;BA
1;Comercial;11,37;MG
1;Comercial;11,38;BA
1;Comercial;11,38;GO
1;Comercial;11,38;RO
2;Comercial;11,38;RS
2;Comercial;11,38;SP
3;Comercial;11,39;AL
6;Comercial;11,39;BA
2;Comercial;11,39;CE
3;Comercial;11,39;GO
1;Comercial;11,39;MG
5;Comercial;11,39;PB
1;Comercial;11,39;PE
4;Comercial;11,39;PI
3;Comercial;11,39;PR
1;Comercial;11,39;RJ
2;Comercial;11,39;RN
1;Comercial;11,39;RO
10;Comercial;11,39;RS
3;Comercial;11,39;SC
3;Comercial;11,39;SP
2;Comercial;11,39;TO
1;Comercial;113,93;PI
1;Comercial;1,14;PE
3;Comercial;11,40;CE
2;Comercial;11,40;MA
4;Comercial;11,40;MG
1;Comercial;11,40;MS
1;Comercial;11,40;MT
2;Comercial;11,40;PA
1;Comercial;11,40;PB
1;Comercial;11,40;PE
2;Comercial;11,40;PI
4;Comercial;11,40;RS
2;Comercial;11,40;SC
1;Comercial;11,40;TO
1;Comercial;114,00;MT
1;Comercial;114,00;SP
1;Comercial;114,24;PE
1;Comercial;11,44;AL
4;Comercial;11,44;BA
2;Comercial;11,44;CE
1;Comercial;11,44;GO
1;Comercial;11,44;MG
3;Comercial;11,44;PE
6;Comercial;11,44;PR
1;Comercial;11,44;RJ
3;Comercial;11,44;RN
1;Comercial;11,44;RR
7;Comercial;11,44;RS
1;Comercial;11,44;SC
1;Comercial;11,44;SP
2;Comercial;11,44;TO
2;Comercial;11,45;AL
1;Comercial;11,45;BA
1;Comercial;11,45;GO
2;Comercial;11,45;PE
1;Comercial;11,45;PR
3;Comercial;11,45;RN
1;Comercial;11,45;RS
1;Comercial;11,45;SC
3;Comercial;11,45;SP
1;Comercial;11,46;RN
1;Comercial;114,79;RS
3;Comercial;11,48;AL
3;Comercial;11,48;BA
1;Comercial;11,48;CE
3;Comercial;11,48;PE
2;Comercial;11,48;PI
6;Comercial;11,48;RN
2;Comercial;11,48;RS
1;Comercial;11,48;SP
2;Comercial;11,48;TO
1;Comercial;1,15;MG
1;Comercial;11,50;AC
2;Comercial;11,50;AL
1;Comercial;11,50;AM
8;Comercial;11,50;BA
6;Comercial;11,50;CE
2;Comercial;11,50;ES
7;Comercial;11,50;GO
4;Comercial;11,50;MA
34;Comercial;11,50;MG
12;Comercial;11,50;MS
19;Comercial;11,50;MT
7;Comercial;11,50;PA
1;Comercial;11,50;PB
3;Comercial;11,50;PE
3;Comercial;11,50;PI
13;Comercial;11,50;PR
3;Comercial;11,50;RJ
2;Comercial;11,50;RN
15;Comercial;11,50;RS
2;Comercial;11,50;SC
2;Comercial;11,50;SE
24;Comercial;11,50;SP
1;Comercial;11,50;TO
1;Comercial;115,00;DF
2;Comercial;115,00;MG
1;Comercial;115,00;MS
1;Comercial;115,00;PB
4;Comercial;115,00;PR
3;Comercial;115,00;RJ
1;Comercial;115,00;RS
1;Comercial;115,00;SC
3;Comercial;115,00;SP
1;Comercial;115,00;TO
1;Comercial;115,02;AL
1;Comercial;11,52;AC
1;Comercial;11,52;AM
1;Comercial;11,52;CE
1;Comercial;11,52;DF
2;Comercial;11,52;MG
1;Comercial;11,52;MS
1;Comercial;11,52;PB
2;Comercial;11,52;PE
1;Comercial;11,52;PI
1;Comercial;11,52;RJ
1;Comercial;11,52;RS
2;Comercial;11,52;SP
1;Comercial;115,22;DF
1;Comercial;11,55;AC
1;Comercial;11,55;AL
4;Comercial;11,55;BA
2;Comercial;11,55;CE
6;Comercial;11,55;GO
3;Comercial;11,55;MG
2;Comercial;11,55;MS
1;Comercial;11,55;PA
3;Comercial;11,55;PE
3;Comercial;11,55;PR
1;Comercial;11,55;RJ
4;Comercial;11,55;RN
16;Comercial;11,55;RS
3;Comercial;11,55;SC
8;Comercial;11,55;SP
3;Comercial;11,55;TO
1;Comercial;11,56;BA
2;Comercial;11,56;GO
1;Comercial;11,56;MA
3;Comercial;11,56;PE
2;Comercial;11,56;PR
2;Comercial;11,56;RS
9;Comercial;11,56;SC
2;Comercial;11,56;SP
1;Comercial;11,56;TO
1;Comercial;11,57;CE
1;Comercial;11,57;ES
2;Comercial;11,57;MT
1;Comercial;11,57;PE
1;Comercial;11,57;PI
4;Comercial;11,57;PR
2;Comercial;11,57;RN
9;Comercial;11,57;RS
1;Comercial;11,57;SP
1;Comercial;1,16;BA
2;Comercial;11,60;AL
3;Comercial;11,60;AM
2;Comercial;11,60;BA
2;Comercial;11,60;CE
1;Comercial;11,60;GO
13;Comercial;11,60;MG
5;Comercial;11,60;MS
4;Comercial;11,60;MT
2;Comercial;11,60;PA
1;Comercial;11,60;PE
8;Comercial;11,60;PR
2;Comercial;11,60;RJ
2;Comercial;11,60;RS
1;Comercial;11,60;SC
6;Comercial;11,60;SP
1;Comercial;116,00;GO
1;Comercial;11,61;CE
1;Comercial;11,61;PB
1;Comercial;11,61;RN
1;Comercial;11,61;SP
1;Comercial;11,62;GO
1;Comercial;11,62;MG
2;Comercial;11,62;MS
1;Comercial;11,62;PB
1;Comercial;11,62;RN
1;Comercial;11,62;RS
1;Comercial;11,62;TO
1;Comercial;11,63;MA
1;Comercial;11,63;PI
1;Comercial;116,30;CE
1;Comercial;11,65;BA
1;Comercial;11,65;SP
3;Comercial;11,66;BA
1;Comercial;11,66;DF
2;Comercial;11,66;ES
2;Comercial;11,66;GO
3;Comercial;11,66;MG
1;Comercial;11,66;MT
1;Comercial;11,66;PA
1;Comercial;11,66;PI
1;Comercial;11,66;RN
1;Comercial;11,66;SC
1;Comercial;11,66;SP
1;Comercial;11,66;TO
1;Comercial;116,60;RS
1;Comercial;11,68;BA
1;Comercial;11,68;GO
1;Comercial;11,68;MG
1;Comercial;11,68;PA
1;Comercial;11,68;PI
1;Comercial;11,68;PR
1;Comercial;11,68;RJ
4;Comercial;11,68;RS
1;Comercial;116,82;PE
1;Comercial;11,69;PI
1;Comercial;1,17;MG
3;Comercial;1,17;SP
2;Comercial;11,70;AL
5;Comercial;11,70;BA
1;Comercial;11,70;CE
2;Comercial;11,70;DF
4;Comercial;11,70;GO
2;Comercial;11,70;MA
9;Comercial;11,70;MG
2;Comercial;11,70;MT
2;Comercial;11,70;PA
5;Comercial;11,70;PE
6;Comercial;11,70;PI
6;Comercial;11,70;PR
2;Comercial;11,70;RJ
8;Comercial;11,70;RN
2;Comercial;11,70;RO
11;Comercial;11,70;RS
4;Comercial;11,70;SC
1;Comercial;11,70;SE
7;Comercial;11,70;SP
3;Comercial;11,70;TO
1;Comercial;117,00;CE
1;Comercial;11,71;MG
1;Comercial;117,18;RS
1;Comercial;11,72;RO
1;Comercial;11,72;SC
1;Comercial;11,72;SP
1;Comercial;11,73;AL
2;Comercial;11,73;BA
3;Comercial;11,73;GO
1;Comercial;11,73;MA
1;Comercial;11,73;PB
1;Comercial;11,73;PE
2;Comercial;11,73;PI
1;Comercial;11,73;PR
1;Comercial;11,73;RN
1;Comercial;11,73;RO
7;Comercial;11,73;RS
1;Comercial;11,74;BA
3;Comercial;11,74;GO
1;Comercial;11,75;AL
1;Comercial;11,75;PA
2;Comercial;11,75;RS
2;Comercial;11,76;CE
1;Comercial;11,76;MA
3;Comercial;11,76;MG
1;Comercial;11,76;PB
1;Comercial;11,76;PE
1;Comercial;11,76;RS
2;Comercial;11,77;BA
1;Comercial;11,77;CE
1;Comercial;11,77;MG
1;Comercial;11,77;PE
1;Comercial;11,77;PI
1;Comercial;11,77;PR
2;Comercial;11,77;RS
2;Comercial;11,77;SP
1;Comercial;11,78;SP
1;Comercial;1,18;SP
6;Comercial;11,80;BA
1;Comercial;11,80;GO
1;Comercial;11,80;MA
1;Comercial;11,80;MG
1;Comercial;11,80;MS
1;Comercial;11,80;PB
1;Comercial;11,80;PE
3;Comercial;11,80;RJ
2;Comercial;11,80;RN
5;Comercial;11,80;RS
1;Comercial;11,80;SC
4;Comercial;11,80;SP
1;Comercial;118,00;MG
1;Comercial;11,83;AL
1;Comercial;11,83;BA
1;Comercial;11,83;PB
1;Comercial;11,83;PE
3;Comercial;11,83;PR
3;Comercial;11,83;RN
6;Comercial;11,83;RS
1;Comercial;11,83;SP
1;Comercial;11,83;TO
1;Comercial;118,30;SP
2;Comercial;11,84;BA
1;Comercial;11,84;MG
1;Comercial;11,84;PB
1;Comercial;11,84;PE
1;Comercial;11,84;PI
2;Comercial;11,84;RN
2;Comercial;11,84;RS
1;Comercial;11,85;MT
3;Comercial;11,85;RS
1;Comercial;118,50;RS
1;Comercial;11,87;SP
3;Comercial;11,88;AL
10;Comercial;11,88;BA
5;Comercial;11,88;CE
3;Comercial;11,88;DF
5;Comercial;11,88;ES
8;Comercial;11,88;GO
3;Comercial;11,88;MA
5;Comercial;11,88;MG
6;Comercial;11,88;MS
2;Comercial;11,88;MT
1;Comercial;11,88;PA
5;Comercial;11,88;PB
6;Comercial;11,88;PE
5;Comercial;11,88;PI
11;Comercial;11,88;PR
2;Comercial;11,88;RJ
10;Comercial;11,88;RN
1;Comercial;11,88;RR
31;Comercial;11,88;RS
12;Comercial;11,88;SC
1;Comercial;11,88;SE
7;Comercial;11,88;SP
4;Comercial;11,88;TO
1;Comercial;118,80;RS
1;Comercial;11,89;BA
1;Comercial;11,89;CE
2;Comercial;11,89;RS
1;Comercial;11,90;AL
2;Comercial;11,90;BA
1;Comercial;11,90;CE
1;Comercial;11,90;DF
1;Comercial;11,90;GO
1;Comercial;11,90;MG
1;Comercial;11,90;PA
2;Comercial;11,90;PE
1;Comercial;11,90;PR
5;Comercial;11,90;RN
3;Comercial;11,90;RS
1;Comercial;11,90;SP
1;Comercial;11,90;TO
1;Comercial;119,00;DF
1;Comercial;11,93;PI
1;Comercial;11,93;RJ
1;Comercial;119,34;ES
1;Comercial;11,94;BA
1;Comercial;11,94;GO
1;Comercial;11,95;RJ
1;Comercial;119,50;RS
1;Comercial;11,96;AL
1;Comercial;11,96;BA
1;Comercial;11,96;CE
1;Comercial;11,96;ES
2;Comercial;11,96;GO
1;Comercial;11,96;MA
1;Comercial;11,96;MG
1;Comercial;11,96;MS
1;Comercial;11,96;PB
2;Comercial;11,96;PE
1;Comercial;11,96;PI
1;Comercial;11,96;PR
1;Comercial;11,96;RJ
1;Comercial;11,96;RO
3;Comercial;11,96;RS
4;Comercial;11,96;SP
1;Comercial;11,96;TO
1;Comercial;119,60;SP
1;Comercial;11,97;GO
1;Comercial;11,97;MS
1;Comercial;11,97;PE
1;Comercial;11,97;PR
2;Comercial;11,97;RJ
1;Comercial;11,97;RN
1;Comercial;11,97;RS
1;Comercial;119,70;SP
1;Comercial;119,77;RJ
8;Comercial;11,99;BA
1;Comercial;11,99;DF
2;Comercial;11,99;ES
1;Comercial;11,99;GO
2;Comercial;11,99;MA
5;Comercial;11,99;MG
2;Comercial;11,99;MT
1;Comercial;11,99;PA
1;Comercial;11,99;PB
4;Comercial;11,99;PE
1;Comercial;11,99;PI
4;Comercial;11,99;PR
3;Comercial;11,99;RJ
2;Comercial;11,99;RN
8;Comercial;11,99;RS
4;Comercial;11,99;SP
1;Comercial;119,90;PB
2;Comercial;,12;MG
1;Comercial;,12;MS
1;Comercial;,12;RJ
3;Comercial;,12;SP
8;Comercial;1,20;BA
6;Comercial;1,20;CE
4;Comercial;1,20;GO
2;Comercial;1,20;MA
50;Comercial;1,20;MG
2;Comercial;1,20;MS
3;Comercial;1,20;MT
1;Comercial;1,20;PA
2;Comercial;1,20;PB
13;Comercial;1,20;PE
4;Comercial;1,20;PI
65;Comercial;1,20;PR
2;Comercial;1,20;RJ
2;Comercial;1,20;RN
1;Comercial;1,20;RO
6;Comercial;1,20;RS
3;Comercial;1,20;SC
27;Comercial;1,20;SP
13;Comercial;12,00;AC
87;Comercial;12,00;AL
11;Comercial;12,00;AM
3;Comercial;12,00;AP
470;Comercial;12,00;BA
195;Comercial;12,00;CE
29;Comercial;12,00;DF
123;Comercial;12,00;ES
254;Comercial;12,00;GO
66;Comercial;12,00;MA
1070;Comercial;12,00;MG
245;Comercial;12,00;MS
314;Comercial;12,00;MT
118;Comercial;12,00;PA
122;Comercial;12,00;PB
259;Comercial;12,00;PE
118;Comercial;12,00;PI
616;Comercial;12,00;PR
168;Comercial;12,00;RJ
210;Comercial;12,00;RN
43;Comercial;12,00;RO
5;Comercial;12,00;RR
694;Comercial;12,00;RS
261;Comercial;12,00;SC
77;Comercial;12,00;SE
875;Comercial;12,00;SP
71;Comercial;12,00;TO
2;Comercial;12,00;
3;Comercial;120,00;AC
1;Comercial;120,00;AL
4;Comercial;120,00;AM
5;Comercial;120,00;BA
9;Comercial;120,00;CE
7;Comercial;120,00;DF
3;Comercial;120,00;ES
12;Comercial;120,00;GO
3;Comercial;120,00;MA
25;Comercial;120,00;MG
6;Comercial;120,00;MS
12;Comercial;120,00;MT
3;Comercial;120,00;PA
5;Comercial;120,00;PB
5;Comercial;120,00;PE
5;Comercial;120,00;PI
33;Comercial;120,00;PR
5;Comercial;120,00;RJ
4;Comercial;120,00;RN
6;Comercial;120,00;RO
16;Comercial;120,00;RS
8;Comercial;120,00;SC
1;Comercial;120,00;SE
13;Comercial;120,00;SP
2;Comercial;120,00;TO
1;Comercial;1200,00;DF
1;Comercial;1200,00;GO
1;Comercial;1200,00;PR
1;Comercial;1200,00;RO
1;Comercial;12,01;MG
1;Comercial;12,01;RS
1;Comercial;12,01;SP
1;Comercial;12,02;BA
1;Comercial;12,02;GO
2;Comercial;12,02;MT
1;Comercial;12,02;PR
1;Comercial;12,03;RS
1;Comercial;120,30;RJ
1;Comercial;12,04;GO
2;Comercial;12,04;PE
1;Comercial;12,04;RO
1;Comercial;12,04;RS
8;Comercial;12,05;BA
1;Comercial;12,05;CE
1;Comercial;12,05;GO
1;Comercial;12,05;MS
1;Comercial;12,05;PE
2;Comercial;12,05;RS
1;Comercial;120,50;BA
3;Comercial;12,06;AC
4;Comercial;12,06;AL
12;Comercial;12,06;BA
8;Comercial;12,06;CE
2;Comercial;12,06;ES
7;Comercial;12,06;GO
7;Comercial;12,06;MA
5;Comercial;12,06;MG
5;Comercial;12,06;MS
2;Comercial;12,06;MT
2;Comercial;12,06;PA
2;Comercial;12,06;PB
4;Comercial;12,06;PE
11;Comercial;12,06;PI
3;Comercial;12,06;PR
2;Comercial;12,06;RJ
7;Comercial;12,06;RN
1;Comercial;12,06;RR
25;Comercial;12,06;RS
10;Comercial;12,06;SC
1;Comercial;12,06;SE
6;Comercial;12,06;SP
8;Comercial;12,06;TO
1;Comercial;12,07;MG
1;Comercial;12,07;RS
1;Comercial;12,08;BA
1;Comercial;12,08;CE
1;Comercial;12,08;PI
1;Comercial;12,09;BA
1;Comercial;12,09;CE
1;Comercial;12,09;GO
2;Comercial;12,09;MG
1;Comercial;12,09;PA
1;Comercial;12,09;RS
1;Comercial;1,21;ES
1;Comercial;1,21;PR
1;Comercial;12,10;AC
2;Comercial;12,10;AL
1;Comercial;12,10;AP
10;Comercial;12,10;BA
1;Comercial;12,10;CE
2;Comercial;12,10;ES
5;Comercial;12,10;GO
1;Comercial;12,10;MA
3;Comercial;12,10;MG
4;Comercial;12,10;MS
5;Comercial;12,10;MT
2;Comercial;12,10;PA
2;Comercial;12,10;PE
1;Comercial;12,10;PI
11;Comercial;12,10;PR
1;Comercial;12,10;RJ
3;Comercial;12,10;RN
11;Comercial;12,10;RS
2;Comercial;12,10;SC
2;Comercial;12,10;SE
8;Comercial;12,10;SP
1;Comercial;121,00;MT
1;Comercial;121,00;SP
4;Comercial;12,12;GO
1;Comercial;12,12;PR
1;Comercial;12,12;RN
1;Comercial;12,12;RS
2;Comercial;12,12;SP
3;Comercial;12,15;BA
1;Comercial;12,15;CE
2;Comercial;12,15;GO
1;Comercial;12,15;MA
2;Comercial;12,15;MG
3;Comercial;12,15;MS
3;Comercial;12,15;MT
1;Comercial;12,15;PA
1;Comercial;12,15;PE
1;Comercial;12,15;PR
3;Comercial;12,15;RS
1;Comercial;12,15;SC
4;Comercial;12,15;SP
1;Comercial;12,15;TO
1;Comercial;121,50;DF
1;Comercial;12,16;CE
1;Comercial;12,16;MG
1;Comercial;12,16;RN
2;Comercial;12,16;SC
1;Comercial;12,18;BA
1;Comercial;12,19;AL
1;Comercial;12,19;MA
1;Comercial;12,19;MG
2;Comercial;12,19;MS
2;Comercial;12,19;RS
1;Comercial;1,22;PR
30;Comercial;1,22;RN
1;Comercial;1,22;SC
1;Comercial;12,20;AL
2;Comercial;12,20;BA
3;Comercial;12,20;CE
1;Comercial;12,20;GO
18;Comercial;12,20;MG
1;Comercial;12,20;MS
1;Comercial;12,20;MT
2;Comercial;12,20;PA
2;Comercial;12,20;PE
1;Comercial;12,20;PI
1;Comercial;12,20;PR
3;Comercial;12,20;RS
1;Comercial;12,20;SC
3;Comercial;12,20;SP
1;Comercial;122,00;MS
1;Comercial;12,21;AM
2;Comercial;12,21;BA
1;Comercial;12,21;DF
1;Comercial;12,21;GO
1;Comercial;12,21;MG
1;Comercial;12,21;PB
2;Comercial;12,21;PE
4;Comercial;12,21;PR
1;Comercial;12,21;RJ
4;Comercial;12,21;RS
2;Comercial;12,21;SC
1;Comercial;12,21;SE
2;Comercial;12,21;SP
1;Comercial;12,21;TO
1;Comercial;12,22;BA
1;Comercial;12,22;ES
1;Comercial;12,22;GO
1;Comercial;12,22;PE
1;Comercial;122,34;ES
1;Comercial;12,24;AL
2;Comercial;12,24;BA
1;Comercial;12,24;CE
1;Comercial;12,24;ES
7;Comercial;12,24;GO
2;Comercial;12,24;MA
2;Comercial;12,24;MG
3;Comercial;12,24;MS
1;Comercial;12,24;PB
4;Comercial;12,24;PE
2;Comercial;12,24;PR
2;Comercial;12,24;RN
15;Comercial;12,24;RS
5;Comercial;12,24;SC
2;Comercial;12,24;SP
2;Comercial;12,24;TO
1;Comercial;12,25;BA
1;Comercial;12,25;GO
2;Comercial;12,25;RS
2;Comercial;1225,00;MG
1;Comercial;12,27;SP
3;Comercial;12,29;BA
1;Comercial;12,29;RS
1;Comercial;12,29;TO
1;Comercial;122,90;MA
1;Comercial;1,23;SC
10;Comercial;12,30;BA
2;Comercial;12,30;CE
1;Comercial;12,30;ES
4;Comercial;12,30;GO
5;Comercial;12,30;MG
2;Comercial;12,30;MS
2;Comercial;12,30;MT
2;Comercial;12,30;PA
2;Comercial;12,30;PB
4;Comercial;12,30;PE
1;Comercial;12,30;PI
1;Comercial;12,30;PR
3;Comercial;12,30;RN
9;Comercial;12,30;RS
6;Comercial;12,30;SP
1;Comercial;123,00;CE
1;Comercial;123,00;PR
1;Comercial;123,00;RJ
1;Comercial;123,00;RS
1;Comercial;123,00;SP
1;Comercial;12,31;RN
1;Comercial;12,32;AL
4;Comercial;12,32;BA
4;Comercial;12,32;CE
1;Comercial;12,32;ES
1;Comercial;12,32;MA
2;Comercial;12,32;MG
2;Comercial;12,32;PB
1;Comercial;12,32;PE
1;Comercial;12,32;PR
3;Comercial;12,32;RN
5;Comercial;12,32;RS
3;Comercial;12,32;SC
2;Comercial;12,32;SP
3;Comercial;12,32;TO
1;Comercial;12,33;BA
1;Comercial;12,33;PE
1;Comercial;12,33;PI
1;Comercial;1233,41;MS
1;Comercial;12,35;MG
1;Comercial;12,35;PA
1;Comercial;12,35;PE
1;Comercial;12,35;RS
1;Comercial;12,36;BA
1;Comercial;12,36;MG
1;Comercial;12,37;MG
1;Comercial;12,37;MS
1;Comercial;12,38;MS
1;Comercial;12,38;PI
1;Comercial;12,38;RN
2;Comercial;12,39;BA
1;Comercial;12,39;CE
1;Comercial;12,39;ES
1;Comercial;12,39;MA
1;Comercial;12,39;MS
2;Comercial;12,39;PR
2;Comercial;12,39;RS
2;Comercial;12,40;BA
1;Comercial;12,40;GO
1;Comercial;12,40;MA
1;Comercial;12,40;PA
1;Comercial;12,40;PR
3;Comercial;12,40;RS
1;Comercial;12,41;BA
1;Comercial;12,41;MG
1;Comercial;12,41;PB
1;Comercial;12,41;RJ
4;Comercial;12,41;RS
4;Comercial;12,42;BA
1;Comercial;12,42;CE
2;Comercial;12,42;MG
1;Comercial;12,42;MS
4;Comercial;12,42;PE
1;Comercial;12,42;PR
2;Comercial;12,42;RN
6;Comercial;12,42;RS
1;Comercial;12,42;SC
1;Comercial;12,42;TO
1;Comercial;12,43;AL
1;Comercial;12,43;BA
1;Comercial;12,43;DF
2;Comercial;12,43;GO
3;Comercial;12,43;RS
1;Comercial;124,40;MT
1;Comercial;12,45;BA
1;Comercial;12,45;MG
1;Comercial;12,45;PE
1;Comercial;12,45;TO
1;Comercial;12,46;AL
1;Comercial;12,46;GO
1;Comercial;12,46;MG
1;Comercial;12,46;MT
2;Comercial;12,46;PE
2;Comercial;12,46;PR
5;Comercial;12,46;RS
1;Comercial;12,46;SC
1;Comercial;12,47;RS
1;Comercial;12,48;GO
1;Comercial;12,48;MT
1;Comercial;12,48;PB
1;Comercial;12,48;PE
1;Comercial;12,48;PR
2;Comercial;12,48;RJ
1;Comercial;12,48;RO
2;Comercial;12,48;RS
2;Comercial;12,48;SP
1;Comercial;1,25;CE
1;Comercial;1,25;MT
3;Comercial;1,25;PE
2;Comercial;1,25;PR
1;Comercial;1,25;RN
1;Comercial;1,25;SP
30;Comercial;12,50;AL
1;Comercial;12,50;AM
1;Comercial;12,50;AP
124;Comercial;12,50;BA
35;Comercial;12,50;CE
4;Comercial;12,50;DF
4;Comercial;12,50;ES
68;Comercial;12,50;GO
21;Comercial;12,50;MA
100;Comercial;12,50;MG
32;Comercial;12,50;MS
47;Comercial;12,50;MT
11;Comercial;12,50;PA
65;Comercial;12,50;PB
34;Comercial;12,50;PE
63;Comercial;12,50;PI
52;Comercial;12,50;PR
17;Comercial;12,50;RJ
34;Comercial;12,50;RN
2;Comercial;12,50;RO
225;Comercial;12,50;RS
56;Comercial;12,50;SC
1;Comercial;12,50;SE
57;Comercial;12,50;SP
23;Comercial;12,50;TO
1;Comercial;125,00;AC
1;Comercial;125,00;AL
6;Comercial;125,00;BA
2;Comercial;125,00;CE
3;Comercial;125,00;ES
1;Comercial;125,00;GO
1;Comercial;125,00;MA
87;Comercial;125,00;MG
7;Comercial;125,00;MT
1;Comercial;125,00;PA
1;Comercial;125,00;PI
5;Comercial;125,00;PR
5;Comercial;125,00;RJ
1;Comercial;125,00;RN
1;Comercial;125,00;RO
1;Comercial;125,00;RS
2;Comercial;125,00;SC
5;Comercial;125,00;SP
1;Comercial;1250,00;AM
1;Comercial;1250,00;MG
1;Comercial;12,53;MS
1;Comercial;12,53;PB
1;Comercial;12,53;PE
1;Comercial;12,53;SP
3;Comercial;12,54;BA
2;Comercial;12,54;GO
1;Comercial;12,54;MA
6;Comercial;12,54;MG
4;Comercial;12,54;MS
2;Comercial;12,54;MT
1;Comercial;12,54;PA
2;Comercial;12,54;PB
1;Comercial;12,54;PI
3;Comercial;12,54;PR
4;Comercial;12,54;RN
5;Comercial;12,54;RS
3;Comercial;12,54;SC
4;Comercial;12,54;SP
1;Comercial;125,46;SC
2;Comercial;12,55;BA
1;Comercial;12,55;RJ
1;Comercial;12,56;AL
1;Comercial;12,56;MG
1;Comercial;12,56;MS
1;Comercial;12,56;RS
1;Comercial;12,57;MG
1;Comercial;12,58;DF
1;Comercial;12,58;RS
1;Comercial;12,58;SC
2;Comercial;1,26;PR
8;Comercial;12,60;AL
1;Comercial;12,60;AM
20;Comercial;12,60;BA
20;Comercial;12,60;CE
1;Comercial;12,60;ES
6;Comercial;12,60;GO
3;Comercial;12,60;MA
23;Comercial;12,60;MG
4;Comercial;12,60;MS
7;Comercial;12,60;MT
2;Comercial;12,60;PA
4;Comercial;12,60;PB
4;Comercial;12,60;PE
6;Comercial;12,60;PI
12;Comercial;12,60;PR
8;Comercial;12,60;RN
26;Comercial;12,60;RS
2;Comercial;12,60;SC
7;Comercial;12,60;SE
8;Comercial;12,60;SP
2;Comercial;12,60;TO
1;Comercial;126,00;ES
1;Comercial;126,00;RS
1;Comercial;12,61;BA
2;Comercial;12,61;RS
1;Comercial;12,62;PE
1;Comercial;12,62;RN
1;Comercial;12,63;MS
1;Comercial;12,63;SP
1;Comercial;12,64;BA
1;Comercial;12,64;PE
1;Comercial;12,64;PR
1;Comercial;12,64;RO
1;Comercial;12,64;SP
6;Comercial;12,65;BA
1;Comercial;12,65;CE
1;Comercial;12,65;ES
3;Comercial;12,65;GO
4;Comercial;12,65;MA
6;Comercial;12,65;MG
2;Comercial;12,65;MS
3;Comercial;12,65;MT
1;Comercial;12,65;PA
3;Comercial;12,65;PB
1;Comercial;12,65;PE
2;Comercial;12,65;PR
2;Comercial;12,65;RN
2;Comercial;12,65;RO
5;Comercial;12,65;RS
1;Comercial;12,65;SC
2;Comercial;12,65;SP
2;Comercial;12,65;TO
2;Comercial;12,68;SP
1;Comercial;12,69;GO
1;Comercial;12,69;MT
3;Comercial;12,70;BA
2;Comercial;12,70;CE
1;Comercial;12,70;ES
12;Comercial;12,70;MG
1;Comercial;12,70;MS
3;Comercial;12,70;MT
1;Comercial;12,70;PB
1;Comercial;12,70;PR
1;Comercial;12,70;RO
2;Comercial;12,70;RS
2;Comercial;12,70;SP
1;Comercial;12,71;RJ
2;Comercial;12,71;RS
1;Comercial;12,72;AL
3;Comercial;12,72;BA
2;Comercial;12,72;GO
2;Comercial;12,72;MA
1;Comercial;12,72;MG
1;Comercial;12,72;MS
1;Comercial;12,72;MT
1;Comercial;12,72;PB
1;Comercial;12,72;PR
1;Comercial;12,72;RN
5;Comercial;12,72;RS
1;Comercial;12,72;SC
3;Comercial;12,72;SP
1;Comercial;127,20;SE
1;Comercial;127,20;SP
1;Comercial;12,73;BA
5;Comercial;12,73;CE
3;Comercial;12,73;ES
3;Comercial;12,73;GO
2;Comercial;12,73;MA
5;Comercial;12,73;MG
3;Comercial;12,73;MS
1;Comercial;12,73;MT
4;Comercial;12,73;PA
3;Comercial;12,73;PB
3;Comercial;12,73;PI
2;Comercial;12,73;PR
3;Comercial;12,73;RN
7;Comercial;12,73;RS
3;Comercial;12,73;SC
1;Comercial;12,73;SE
5;Comercial;12,73;SP
1;Comercial;12,74;BA
1;Comercial;12,74;ES
3;Comercial;12,74;MG
2;Comercial;12,74;PB
